campaign_outcome,target_demographic,budget_allocation,reach,conversion_rate,campaign_duration,time_of_year,content_type,platform_used,weather,previous_campaign_outcome
failure,31-60,50000,high,low,medium,summer,image,Twitter,sunny,failure
success,61-...,1000000,medium,high,medium,fall,image,Twitter,rainy,success
failure,18-30,50000,low,medium,short,summer,image,Twitter,sunny,failure
failure,61-...,50000,low,medium,short,summer,text,others,sunny,failure
failure,61-...,250000,low,low,short,winter,text,others,rainy,success
success,18-30,250000,low,medium,short,summer,video,TikTok,rainy,failure
success,18-30,250000,medium,medium,medium,spring,video,TikTok,rainy,success
success,61-...,1000000,high,high,long,winter,text,Facebook,snowy,success
success,61-...,1000000,medium,high,long,spring,text,others,rainy,success
success,61-...,250000,high,medium,long,fall,text,others,rainy,success
failure,31-60,50000,medium,low,short,summer,text,Facebook,rainy,failure
failure,61-...,250000,medium,low,medium,fall,image,Twitter,sunny,failure
success,61-...,1000000,high,high,long,spring,text,others,rainy,success
success,18-30,1000000,high,high,long,winter,video,TikTok,sunny,success
failure,61-...,250000,medium,high,medium,spring,text,others,sunny,success
failure,31-60,50000,medium,low,medium,spring,image,Facebook,rainy,failure
success,31-60,1000000,high,high,long,summer,image,Twitter,rainy,success
success,61-...,250000,medium,high,medium,summer,text,others,sunny,failure
success,31-60,50000,low,medium,short,spring,image,Twitter,sunny,failure
success,18-30,250000,medium,medium,medium,spring,image,Facebook,rainy,success
failure,18-30,250000,medium,medium,medium,winter,image,Twitter,rainy,success
success,31-60,250000,medium,high,medium,winter,image,Twitter,rainy,success
failure,31-60,250000,low,low,short,spring,image,Twitter,rainy,failure
failure,61-...,50000,low,low,short,spring,text,others,sunny,failure
failure,18-30,50000,low,low,short,winter,video,Youtube,snowy,failure
failure,18-30,50000,low,low,short,summer,video,Youtube,sunny,failure
success,61-...,1000000,medium,high,long,summer,text,others,sunny,success
failure,31-60,250000,low,low,short,spring,image,Instagram,sunny,success
success,61-...,50000,low,medium,short,fall,text,others,rainy,failure
success,18-30,50000,low,low,short,spring,video,Youtube,rainy,failure
success,18-30,1000000,high,high,long,winter,video,TikTok,rainy,success
success,18-30,1000000,high,high,long,spring,video,Youtube,rainy,success
failure,61-...,50000,low,low,short,fall,text,others,rainy,failure
failure,18-30,250000,low,medium,short,winter,video,Instagram,snowy,success
failure,31-60,250000,low,medium,medium,winter,text,others,rainy,success
failure,61-...,250000,medium,medium,long,fall,text,others,rainy,success
success,18-30,50000,medium,low,short,spring,image,Twitter,snowy,failure
success,31-60,250000,low,high,short,winter,image,Twitter,sunny,failure
failure,31-60,250000,low,medium,short,winter,text,others,snowy,failure
failure,61-...,250000,low,medium,medium,spring,text,Twitter,sunny,failure
success,61-...,250000,low,medium,medium,fall,text,Facebook,rainy,success
success,61-...,50000,low,low,short,fall,text,Twitter,rainy,failure
failure,61-...,250000,low,medium,medium,winter,text,Twitter,sunny,failure
success,18-30,1000000,medium,high,medium,spring,video,Instagram,sunny,success
failure,18-30,50000,low,low,short,summer,video,Youtube,rainy,failure
failure,18-30,50000,medium,low,medium,summer,text,others,sunny,failure
failure,61-...,250000,medium,medium,medium,winter,text,others,snowy,failure
failure,61-...,50000,low,low,short,fall,text,Facebook,sunny,failure
failure,31-60,250000,low,medium,short,summer,image,Instagram,sunny,success
success,61-...,1000000,high,high,long,spring,text,others,sunny,success
failure,61-...,50000,low,low,short,spring,text,Facebook,rainy,failure
failure,31-60,50000,low,low,short,fall,image,Facebook,rainy,failure
failure,18-30,50000,low,low,short,summer,image,Twitter,sunny,failure
failure,18-30,250000,medium,low,medium,spring,video,Instagram,sunny,success
failure,18-30,50000,medium,low,short,summer,video,TikTok,rainy,failure
failure,18-30,250000,low,low,short,winter,image,Instagram,sunny,failure
failure,31-60,250000,low,medium,short,summer,video,Youtube,rainy,success
success,18-30,1000000,medium,high,long,fall,video,TikTok,sunny,success
failure,31-60,50000,low,low,short,summer,text,others,rainy,failure
success,18-30,250000,high,high,long,winter,video,TikTok,rainy,success
success,31-60,50000,low,low,short,summer,image,Instagram,rainy,failure
success,31-60,250000,low,medium,medium,fall,image,Instagram,rainy,failure
success,61-...,50000,low,medium,short,summer,text,others,sunny,failure
failure,31-60,50000,medium,low,short,spring,image,Twitter,sunny,failure
failure,61-...,250000,medium,medium,medium,fall,image,Facebook,rainy,success
failure,61-...,250000,low,medium,medium,fall,text,others,sunny,success
success,31-60,1000000,high,high,long,fall,image,Twitter,rainy,success
failure,31-60,50000,low,low,short,spring,image,Facebook,sunny,failure
failure,31-60,50000,low,low,short,summer,image,Twitter,sunny,failure
success,18-30,1000000,medium,high,long,fall,image,Facebook,rainy,success
failure,18-30,50000,medium,low,medium,spring,image,Instagram,sunny,failure
success,31-60,1000000,high,high,long,fall,text,Facebook,rainy,success
success,18-30,1000000,high,high,long,fall,image,Instagram,rainy,success
failure,18-30,50000,medium,low,short,spring,video,Youtube,rainy,failure
failure,61-...,50000,low,low,short,summer,image,Twitter,sunny,failure
failure,61-...,50000,low,low,short,spring,text,others,sunny,failure
failure,31-60,50000,low,medium,short,summer,text,Facebook,sunny,failure
failure,61-...,50000,low,low,short,spring,image,Instagram,rainy,failure
success,61-...,50000,medium,low,short,winter,text,others,rainy,failure
success,61-...,1000000,medium,medium,long,spring,image,Facebook,sunny,success
failure,31-60,50000,low,low,short,spring,image,Instagram,sunny,failure
failure,31-60,250000,medium,medium,medium,summer,image,Instagram,sunny,success
success,31-60,250000,medium,medium,medium,spring,text,Facebook,sunny,success
failure,31-60,50000,low,low,short,winter,image,Twitter,snowy,failure
failure,31-60,50000,low,medium,short,summer,image,Facebook,sunny,failure
success,18-30,50000,low,medium,short,winter,image,Facebook,snowy,failure
failure,31-60,50000,low,low,short,winter,image,Instagram,rainy,failure
success,18-30,250000,high,high,long,fall,text,Facebook,rainy,success
failure,31-60,50000,medium,low,medium,spring,image,Instagram,rainy,failure
success,18-30,50000,medium,low,short,summer,video,TikTok,sunny,failure
failure,61-...,250000,high,medium,long,summer,image,Instagram,sunny,success
success,31-60,250000,medium,high,long,spring,text,others,sunny,success
success,18-30,250000,high,medium,medium,winter,video,Youtube,sunny,success
failure,31-60,50000,medium,low,medium,spring,text,others,rainy,failure
success,31-60,1000000,high,high,long,summer,image,Twitter,sunny,success
success,61-...,1000000,medium,high,medium,spring,text,others,rainy,success
failure,61-...,250000,high,medium,long,winter,text,others,snowy,success
success,61-...,1000000,high,high,long,winter,image,Instagram,rainy,success
failure,31-60,50000,low,low,short,summer,video,Youtube,rainy,failure
failure,61-...,50000,medium,low,short,fall,text,others,rainy,failure
failure,18-30,50000,high,low,medium,winter,video,Youtube,rainy,failure
success,61-...,1000000,medium,high,medium,spring,image,Twitter,rainy,success
success,18-30,1000000,high,high,long,summer,video,Youtube,sunny,success
success,18-30,50000,low,medium,short,summer,text,others,rainy,failure
success,18-30,250000,low,high,short,summer,image,Instagram,sunny,success
failure,31-60,250000,low,medium,medium,summer,text,others,rainy,success
success,61-...,250000,medium,medium,medium,summer,text,others,sunny,success
failure,61-...,50000,low,low,short,winter,text,others,snowy,failure
success,18-30,250000,high,high,medium,fall,video,Youtube,rainy,success
failure,31-60,50000,low,low,short,winter,image,Twitter,sunny,failure
failure,61-...,50000,medium,low,medium,spring,text,others,sunny,failure
success,18-30,250000,medium,medium,long,fall,video,TikTok,rainy,success
success,61-...,50000,high,medium,medium,fall,text,others,snowy,failure
failure,61-...,50000,low,low,short,spring,text,others,rainy,failure
failure,31-60,50000,low,low,short,summer,image,Instagram,rainy,failure
failure,31-60,250000,low,medium,medium,spring,video,Youtube,rainy,success
failure,31-60,50000,low,low,short,winter,video,Youtube,snowy,failure
success,31-60,250000,medium,medium,medium,fall,video,Youtube,rainy,success
failure,31-60,50000,low,low,short,spring,image,Instagram,rainy,failure
success,61-...,1000000,high,high,long,winter,text,others,snowy,success
failure,61-...,50000,medium,medium,short,spring,text,others,rainy,failure
success,31-60,1000000,medium,medium,medium,fall,image,Instagram,sunny,success
failure,61-...,50000,low,low,short,fall,text,others,sunny,failure
success,18-30,1000000,medium,high,medium,summer,image,Twitter,sunny,success
failure,61-...,50000,low,low,short,winter,text,others,snowy,failure
success,18-30,1000000,low,medium,medium,winter,video,Youtube,rainy,success
failure,61-...,250000,medium,medium,medium,summer,image,Facebook,sunny,success
failure,61-...,50000,low,low,short,summer,image,Facebook,sunny,failure
success,18-30,250000,medium,medium,medium,spring,text,others,rainy,failure
success,31-60,50000,low,low,short,fall,text,others,rainy,failure
failure,31-60,250000,low,low,short,fall,image,Instagram,rainy,success
success,18-30,50000,low,medium,short,spring,image,Twitter,sunny,failure
success,18-30,250000,medium,medium,medium,winter,video,Instagram,rainy,failure
failure,31-60,50000,low,low,short,winter,image,Twitter,snowy,failure
success,31-60,1000000,high,high,long,summer,image,Twitter,rainy,success
failure,61-...,250000,high,medium,medium,spring,text,others,sunny,failure
failure,61-...,250000,low,high,short,fall,text,others,rainy,failure
failure,31-60,250000,high,medium,long,fall,image,Facebook,rainy,success
failure,61-...,50000,low,low,short,summer,text,others,rainy,failure
failure,18-30,250000,high,medium,long,spring,video,Youtube,sunny,success
failure,31-60,50000,low,medium,short,fall,text,others,rainy,failure
failure,31-60,250000,high,medium,medium,fall,image,Twitter,sunny,success
success,18-30,1000000,high,high,long,fall,video,Youtube,sunny,success
success,61-...,1000000,medium,high,medium,fall,text,others,rainy,success
failure,31-60,50000,low,low,short,summer,image,Facebook,rainy,failure
success,18-30,250000,medium,medium,medium,summer,video,Youtube,sunny,success
success,18-30,1000000,high,high,long,spring,video,Youtube,rainy,success
failure,18-30,1000000,low,high,medium,spring,text,others,snowy,success
failure,61-...,250000,medium,high,medium,winter,text,Facebook,rainy,success
failure,61-...,50000,medium,low,medium,winter,text,others,snowy,failure
failure,61-...,50000,low,low,short,winter,text,others,snowy,failure
success,31-60,250000,medium,medium,medium,summer,image,Instagram,sunny,success
success,18-30,50000,low,medium,short,spring,image,Twitter,rainy,failure
success,31-60,1000000,high,high,medium,fall,video,Youtube,rainy,success
success,61-...,250000,high,medium,medium,winter,text,others,sunny,success
success,61-...,1000000,high,high,long,fall,text,others,rainy,success
success,18-30,1000000,high,high,long,spring,video,Youtube,rainy,success
failure,61-...,50000,low,low,short,fall,image,Facebook,sunny,failure
success,18-30,1000000,high,high,long,summer,video,Youtube,sunny,success
success,61-...,1000000,medium,high,long,winter,text,others,rainy,success
failure,18-30,50000,low,medium,short,spring,image,Facebook,sunny,failure
success,18-30,250000,high,medium,medium,winter,video,Youtube,snowy,success
success,31-60,250000,medium,medium,medium,spring,text,others,rainy,success
failure,31-60,50000,low,medium,short,fall,text,others,rainy,failure
success,61-...,250000,medium,high,medium,summer,text,others,sunny,success
failure,61-...,50000,low,low,short,fall,text,others,sunny,failure
failure,18-30,250000,medium,medium,medium,summer,video,Youtube,sunny,success
failure,18-30,50000,low,low,short,winter,text,Facebook,rainy,failure
failure,61-...,50000,medium,low,short,summer,text,Facebook,sunny,failure
success,31-60,1000000,high,high,long,spring,text,others,rainy,success
success,61-...,250000,low,medium,short,winter,text,Twitter,snowy,success
failure,61-...,1000000,high,medium,long,spring,text,others,rainy,success
success,61-...,1000000,high,high,long,winter,text,others,rainy,success
failure,31-60,50000,low,low,short,fall,image,Twitter,rainy,failure
success,31-60,250000,medium,medium,long,summer,image,Instagram,rainy,success
success,18-30,250000,high,medium,long,winter,image,Facebook,sunny,success
failure,61-...,50000,low,medium,short,summer,image,Facebook,sunny,failure
failure,18-30,250000,medium,low,medium,fall,video,TikTok,rainy,success
failure,61-...,250000,low,medium,short,summer,image,Instagram,sunny,success
failure,61-...,50000,medium,low,short,fall,text,others,sunny,failure
success,31-60,250000,high,medium,long,summer,video,Youtube,sunny,success
failure,18-30,50000,low,medium,short,winter,image,Facebook,rainy,failure
success,61-...,250000,low,medium,short,winter,text,Facebook,snowy,success
success,61-...,250000,medium,medium,medium,spring,text,others,snowy,success
failure,18-30,50000,low,low,short,fall,image,Instagram,rainy,failure
success,61-...,1000000,medium,high,medium,spring,text,others,sunny,success
failure,18-30,50000,low,low,short,summer,video,Youtube,sunny,failure
success,31-60,250000,low,low,short,spring,image,Instagram,rainy,success
success,31-60,250000,high,high,long,winter,image,Instagram,rainy,success
failure,31-60,50000,low,low,short,winter,image,Instagram,rainy,failure
failure,18-30,50000,low,low,short,summer,text,Twitter,sunny,failure
success,61-...,1000000,high,high,medium,summer,text,others,sunny,success
failure,18-30,50000,low,low,short,winter,video,Youtube,sunny,failure
